Datetime,Volume,mom,mom1,mom2,mom3,ROC_5,ROC_10,ROC_15,ROC_20,EMA_10,EMA_20,EMA_50,EMA_200,DTB4WK,DTB3,DTB6,DGS5,DGS10,Oil,Gold,DAAA,DBAA,GBP,JPY,CAD,CNY,AAPL,AMZN,GE,JNJ,JPM,MSFT,WFC,XOM,FCHI,FTSE,GDAXI,GSPC,HSI,DJI,SSEC,RUT,NYSE,TE1,TE2,TE3,TE5,TE6,DE1,DE2,DE4,DE5,DE6,CTB3M,CTB6M,CTB1Y,AUD,Brent,CAC-F,copper-F,WIT-oil,DAX-F,DJI-F,EUR,FTSE-F,gold-F,HSI-F,KOSPI-F,NASDAQ-F,GAS-F,Nikkei-F,NZD,silver-F,RUSSELL-F,S&P-F,CHF,Dollar index-F,Dollar index,wheat-F,XAG,XAU,Close
2011-09-27,0.0569473095,0.0119761026,0.0134743706,0.0112230303,-0.0325113648,-1.6759030888,0.579751459,2.9508898225999998,-0.5963845566,2532.56123839,2533.93391837,2570.39499027,2626.21901084,0.0,0.01,0.04,0.97,2.0,0.0526447418,0.0381727159,4.15,5.39,0.005615145500000001,0.0061831902,-0.0053729888,-0.0006249024,-0.0096981347,-0.024537737,0.012202954399999999,0.0180252196,-0.0025276460999999997,0.0090408408,0.0068575229,0.016592345,0.0573698091,0.040220890499999995,0.052918661299999996,0.0106883826,0.0415187426,0.013295177,0.0091388118,0.021949438300000002,0.0147403627,2.0,1.99,1.96,0.01,0.04,1.24,3.39,5.35,5.38,5.39,0.3333333333,0.0,0.0543478261,0.58,3.08,5.73,4.7,5.25,5.02,1.35,0.38,3.84,3.65,3.49,5.75,1.26,1.19,3.5,1.12,5.25,2.24,0.95,-0.69,-1.3,-1.08,-0.32,3.81,1.39,2546.830078
2011-09-28,-0.079360762,-0.0216936342,0.0119761026,0.0134743706,0.0112230303,-1.8363425938999998,-3.1474595035000004,-2.2503418805,-3.2813049710000004,2525.11011832,2529.90021929,2567.3042094,2624.87931997,-0.01,0.02,0.04,0.99,2.03,-0.0384889522,-0.0096443641,4.1,5.38,-0.0040812255,-0.0034891939,0.013833469,-0.0006252931,-0.005635450500000001,0.0245305732,-0.0196700508,-0.0089313695,-0.0348432373,-0.0035060382,-0.020432613,-0.0115211076,-0.009181699599999999,-0.0144500479,-0.008887013000000001,-0.0206911347,-0.0065905463,-0.0160660363,-0.0095202606,-0.0415447861,-0.0235946815,2.04,2.01,1.99,0.03,0.05,1.28,3.35,5.34,5.36,5.39,0.0,0.08,0.0206185567,-1.27,-3.11,-0.99,-5.63,-3.84,-0.53,-1.29,-0.37,-1.09,-2.08,-0.59,-1.45,-1.57,-1.78,0.7,-2.04,-4.48,-3.71,-1.77,0.6,0.51,0.44,-3.01,-6.12,-2.49,2491.580078
2011-10-11,0.0550246071,0.0066171663,0.0349688215,-0.010958094,0.0188213248,7.4105320132,1.4213728396,-0.2783510805,2.0093647284,2504.21885332,2503.20359573,2539.69380877,2611.69390751,0.01,0.02,0.05,1.14,2.18,0.0046981442,0.0012040939,4.06,5.5,-0.0044270536,9.12601048129e-05,0.0013052796,0.0042596829,0.0295259719,0.0179836974,0.0,-0.0072947540000000005,0.0,0.0022271343,-0.0030616151,-0.0001311222,-0.0025146375,-0.0006111882,0.003030417,0.0005440032,0.024308499,-0.0014763944,0.001590338,0.0059423958,-0.0016993816,2.17,2.16,2.13,0.01,0.04,1.44,3.32,5.45,5.48,5.49,0.0,0.0,0.0,-0.33,1.63,-0.25,-2.2,0.47,0.15,-0.33,0.01,-0.25,-0.59,1.52,1.88,0.52,2.12,-0.26,-0.5,0.06,0.41,-0.13,0.46,0.13,0.12,6.98,0.16,-0.74,2583.030029
2011-10-12,0.1840556157,0.0084009674,0.0066171663,0.0349688215,-0.010958094,5.8613852175,4.5412910064,2.6215547515,1.2508962075,2522.49360362,2512.87277518,2542.24424685,2611.6246147,0.01,0.02,0.06,1.17,2.24,-0.0028057049,0.0114251353,4.13,5.57,0.0101886272,0.0066912753000000005,-0.009864389,-0.0010211295,0.0047466014,0.0056480466000000005,0.016109108799999997,0.0057849125,0.027863839900000003,-0.0014815185,0.034549022400000004,0.0116691626,0.0241761554,0.0085437679,0.0220733561,0.0097947042,0.010355823,0.008982753199999999,0.030437895099999997,0.0165610034,0.0143033738,2.23,2.22,2.18,0.01,0.05,1.44,3.33,5.51,5.55,5.56,0.2,-0.09375,0.026315789500000002,1.97,0.57,2.47,3.1,-0.28,2.27,0.76,1.04,0.94,1.3,2.52,0.6,0.35,-3.51,-0.34,2.03,2.2,1.06,0.74,-1.36,-0.82,-0.76,-5.11,1.46,0.85,2604.72998
2011-10-13,-0.1484198273,0.0059545558,0.0084009674,0.0066171663,0.0349688215,4.5244540463,5.6224697044,6.7016363448,0.5051617968,2540.26567387,2523.09822421,2545.30290345,2611.71033983,0.02,0.02,0.05,1.11,2.19,-0.0157092614,-0.0154577883,4.06,5.48,-0.0001727228,-0.0038870562,0.0054038121,0.0036169209000000003,0.0155150101,-0.0027870614,-0.0109756707,-0.0015544691,-0.048192799800000005,0.0081602748,-0.0307977725,-0.010238478,-0.0132579724,-0.0070564710999999995,-0.013283971399999999,-0.0029736724,0.0233694603,-0.0035350514,0.0077644789,-0.0022273594,-0.004764777,2.17,2.17,2.14,0.0,0.03,1.42,3.29,5.43,5.46,5.46,-0.1666666667,0.0,-0.0512820513,0.34,-0.22,-1.32,-2.57,-1.57,-1.38,-0.21,-0.08,-0.68,-0.83,0.91,0.71,1.28,1.2,0.69,-0.23,-3.16,0.13,-0.02,0.4,0.01,0.01,-0.34,-2.45,-0.63,2620.23999
2011-10-18,0.153103193,0.0162567158,-0.019840011299999998,0.0181701326,0.0059545558,2.8803344198,10.5043145373,4.3426475506,2.5939658974,2588.20253962,2555.08884445,2556.75929872,2612.74442287,0.02,0.04,0.07,1.07,2.19,0.0226904376,-0.030321046400000006,3.96,5.42,-0.0023092957,-0.0007028542999999999,-0.007100939000000001,0.0020408163,0.0053572441,0.0063962489,0.0295747998,0.009876109000000001,0.0589561192,0.0122312454,0.0589680999,0.01832965,-0.0078836031,-0.0048375471,0.0030685544,0.0204187168,-0.0422554683,0.015797999899999998,-0.023322792999999998,0.0301191573,0.0212932342,2.17,2.15,2.12,0.02,0.05,1.46,3.23,5.35,5.38,5.4,0.1666666667,0.0,-0.009259259300000001,1.03,0.9,-0.73,-0.5,2.27,0.07,1.99,-0.02,-0.58,-1.42,-3.59,-1.6,1.84,-3.66,-1.69,0.03,0.03,3.31,2.43,0.13,-0.03,-0.01,0.76,0.79,-0.93,2657.429932
2011-10-19,0.025102371499999998,-0.0200907999,0.0162567158,-0.019840011299999998,0.0181701326,-0.0264880047,5.8333446487,4.5136001043,2.5943723492,2591.08208496,2559.75086298,2558.6134454,2612.65781208,0.01,0.03,0.06,1.05,2.18,-0.0252433779,0.013182096899999999,3.97,5.39,0.004354275,0.000299608,0.0033985459999999997,-0.0003133323,-0.0559397712,-0.050639682400000004,-0.0113703777,-0.0276311558,-0.0188621545,-0.0065909926,-0.0262954746,-0.0058308912,0.00517016,0.0074116699,0.006145500799999999,-0.0126491374,0.0128764013,-0.0062563165,-0.0025060547,-0.021104169300000003,-0.0138210223,2.17,2.15,2.12,0.02,0.05,1.42,3.21,5.33,5.36,5.38,-0.14285714289999998,0.0,-0.0186915888,-0.29,-2.48,0.49,-3.04,-2.52,0.78,-0.71,0.12,0.8,-0.35,0.8,1.67,-1.94,0.93,0.46,0.0,-1.73,-2.03,-1.35,0.38,0.01,-0.04,-2.01,-3.28,-0.81,2604.040039
2011-10-20,0.030300275699999997,-0.0020813513,-0.0200907999,0.0162567158,-0.019840011299999998,-0.8251104129000001,3.6620118919999998,4.7509677085,5.8212300326,2592.45263624,2563.45269669,2560.18233448,2612.51813352,0.02,0.03,0.06,1.07,2.2,-0.0004645221,-0.019667171,3.98,5.4,0.0012004741,0.0007812239,-0.0023463807999999997,-0.0013007366,-0.0083036101,0.008983725699999999,0.0066585351,-0.0017560664,0.0272868527,-0.0033172873,0.023034154100000002,0.0035700497,-0.0232062489,-0.012072251200000002,-0.024866671899999998,0.0045541789,-0.0178118501,0.0032300203,-0.0194093644,0.0029522992,0.0046462609,2.18,2.17,2.14,0.01,0.04,1.42,3.2,5.34,5.37,5.38,0.0,0.0,0.019047619,0.04,1.26,-2.3,-6.15,-0.94,-2.31,0.24,0.15,-1.18,-2.07,-1.36,-3.49,-0.73,1.23,-1.37,0.05,-3.15,-0.29,0.29,-1.06,-0.23,-0.18,2.25,-1.55,-1.38,2598.6201170000004
2011-10-25,-0.0566106822,-0.0226046959,0.0234998752,0.014946333899999999,-0.0020813513,-0.7153531979000001,2.1443766576,9.7138183895,3.5962290845999996,2622.2037678,2588.0798599,2571.29486745,2613.87541357,0.01,0.01,0.06,1.01,2.14,0.0204126427,0.0024213075,3.87,5.28,0.0001118983,-0.0003021463,0.0131565833,-0.0018814675,-0.019715599599999998,-0.0440217455,-0.013981883600000002,-0.0160667998,-0.0312409025,-0.013975799399999999,-0.0365762066,-0.0091056008,-0.0143364372,-0.0040734842,-0.0014070420999999999,-0.0200447246,0.0104613672,-0.017375071399999997,0.0165964491,-0.0304063749,-0.0194511471,2.13,2.13,2.08,0.0,0.05,1.41,3.14,5.22,5.27,5.27,0.0,-0.1333333333,-0.0818181818,-0.41,-0.48,-1.48,-0.81,2.08,-0.25,-1.38,-0.14,-0.51,2.91,0.84,-0.4,-2.23,1.5,-0.79,-1.11,4.47,-2.57,-1.8,-0.14,0.08,0.12,-1.09,4.73,3.19,2638.419922
2011-10-26,0.1917458389,0.0046429304,-0.0226046959,0.0234998752,0.014946333899999999,1.7906745788,1.7637122601,7.7284754473,6.3850985728,2627.3794322,2594.0408181999996,2574.40761468,2614.24152808,0.01,0.02,0.06,1.09,2.23,-0.029898902999999998,0.0356280193,3.95,5.33,-0.0024258585,0.0009853894,-0.0122970979,-0.0018850141,0.0071146691,-0.1265683503,0.0080148587,0.0125608261,0.0206031042,-0.0082058563,0.0082192175,0.020518604699999998,-0.0014711705,0.0050131563,-0.0050738291,0.010536553,0.0051844586,0.0138741943,0.0073901594,0.0189168353,0.0142322176,2.22,2.21,2.17,0.01,0.05,1.38,3.1,5.27,5.31,5.32,0.0,0.0769230769,0.0792079208,-0.26,-1.81,-0.14,2.02,-3.19,-0.57,1.2,-0.03,0.48,1.36,0.12,-0.14,0.2,-1.86,-0.46,0.52,0.78,1.46,1.06,0.27,0.2,0.17,-2.2,0.6,1.2,2650.669922
2011-10-27,0.3266372454,0.033184049199999996,0.0046429304,-0.0226046959,0.0234998752,5.3878504627999995,4.518284334700001,9.247166079400001,10.394793206900001,2647.60678689,2607.81120532,2580.84770364,2615.47922315,0.02,0.02,0.07,1.2,2.42,0.0416851441,0.0017492710999999998,4.07,5.46,0.008027745,-0.0033340071999999996,-0.0118525896,0.0011016682000000002,0.0102096902,0.042237929699999996,0.062385382300000014,0.0156613743,0.083089526,0.024821361400000002,0.0508540373,0.0099913285,0.06278354900000001,0.0289201909,0.053485087300000005,0.034291438,0.0326309958,0.0286046525,0.0033512160999999998,0.052643839299999995,0.0410117485,2.4,2.4,2.35,0.0,0.05,1.39,3.04,5.39,5.44,5.44,0.1666666667,0.1071428571,0.10091743119999999,3.17,2.91,6.37,5.76,4.17,5.23,3.1,2.09,2.98,1.39,3.86,1.69,2.89,-1.84,2.18,2.93,5.42,5.59,3.64,-2.4,-1.91,-1.8,3.42,5.0,1.08,2738.6298829999996
2011-11-01,0.2942975132,-0.0288517602,-0.019268214,-0.0005404093,0.033184049199999996,-1.1923788453,-1.8992023230000001,0.9264287187000001,8.4056140287,2656.58986094,2624.41389504,2591.43189099,2617.2601879999997,0.01,0.01,0.05,0.9,2.01,-0.0107307651,-0.0133565621,3.73,5.04,-0.0019780435000000002,0.0339054802,0.0052329677000000005,-0.0005670362999999999,-0.0204308243,-0.0066038547999999996,-0.0412925818,-0.0156856347,-0.058975808899999996,-0.0240330088,-0.0439984562,-0.0275322591,-0.0538139425,-0.0221132161,-0.049961423,-0.027942247400000002,-0.0249137409,-0.024847307599999997,0.0007167195,-0.0366636751,-0.0299112281,2.0,2.0,1.96,0.0,0.04,1.31,3.03,4.99,5.03,5.03,-0.1666666667,-0.08,-0.0909090909,-1.95,-0.02,-5.3,-3.61,-1.07,-5.37,-1.81,-1.16,-2.68,-0.77,-2.41,-0.14,-2.23,-3.89,-1.23,-1.87,-4.7,-2.84,-1.98,1.37,1.42,1.43,-0.5,-2.31,0.29,2606.959961
2011-11-02,-0.1623340395,0.0126661013,-0.0288517602,-0.019268214,-0.0005404093,-0.40329208520000004,1.3801608447999998,1.353307263,7.2940150323,2653.56988258,2625.89637932,2593.33573762,2617.48625558,0.01,0.01,0.04,0.89,2.03,0.0034710923,0.0258975868,3.82,5.06,-0.0087027309,-2.55274049334e-05,0.0217238963,0.0001733594,0.0022697964000000003,0.016595893,0.0143570537,0.0041022088,0.0284316731,0.0007695267,0.0226079935,0.0188306685,0.0137729674,0.011527962,0.0224732021,0.0161046677,0.0187790776,0.0152754066,0.013801054299999999,0.0271330241,0.0168935074,2.02,2.02,1.99,0.0,0.03,1.24,3.03,5.02,5.05,5.05,-0.2,0.0,-0.011111111100000001,0.09,-0.18,1.37,2.32,0.35,2.31,0.74,0.37,1.71,1.03,2.29,-0.54,0.48,-0.85,-1.81,-1.34,3.69,1.61,0.8,-0.34,-0.27,-0.31,-0.28,2.51,0.97,2639.97998
2011-11-03,0.09597822859999999,0.0219660723,0.0126661013,-0.0288517602,-0.019268214,-1.484680798,3.8231772836,2.9665214368,7.6251943823,2661.64262593,2632.76053091,2597.43904089,2618.28708857,0.01,0.01,0.04,0.91,2.09,0.0168630418,0.008605851999999999,3.9,5.13,-0.0017666170999999999,-0.0021326591,-0.0024593376,0.0001260577,0.014242210600000001,0.0123828868,0.0258461538,0.0109993245,0.021997682,0.0199923491,0.0189498223,0.0192580838,0.0272873894,0.011214237299999999,0.028085935,0.0187818075,-0.0248919699,0.0176097485,0.0015902581,0.0249161535,0.0193054693,2.08,2.08,2.05,0.0,0.03,1.23,3.04,5.09,5.12,5.12,0.0,0.043478260899999996,0.0224719101,0.63,1.36,2.66,0.14,1.69,3.05,1.77,0.5,1.16,2.05,-2.35,-1.73,2.01,0.77,1.12,1.64,1.65,2.12,1.74,-0.95,-0.41,-0.45,1.64,0.67,1.51,2697.969971
2011-11-04,-0.0833190899,-0.0043810973,0.0219660723,0.0126661013,-0.0288517602,-1.8632519893000001,1.8460921387,0.6859382397,8.3408875643,2666.09849431,2637.84523292,2600.91789819,2618.96234045,0.01,0.01,0.03,0.88,2.06,0.0020197725,-0.0051194539,3.88,5.12,0.0078746046,-0.00110059,-0.0099892937,-0.0011501316,-0.0070211179,-0.0082917085,-0.0167967007,-0.0034192262,-0.0119255378,-0.010554127,-0.0158852776,-0.0043114887,-0.0225068371,-0.0033179282,-0.027232205,-0.006280017299999999,0.0311960017,-0.0050836188,0.008055475,-0.0067063706999999995,-0.0069571573999999995,2.05,2.05,2.03,0.0,0.02,1.24,3.06,5.09,5.11,5.11,-0.25,-0.0833333333,-0.032967033,-0.3,1.03,-2.23,-0.59,0.2,-2.78,-0.29,-0.14,-0.25,-0.5,3.06,3.21,-0.42,0.13,0.14,-0.2,-1.21,-0.09,-0.38,0.74,0.39,0.38,0.12,-1.01,-0.51,2686.149902
2011-11-07,-0.1129353878,0.0033877849,-0.0043810973,0.0219660723,0.0126661013,0.4038164198,-0.1552151962,3.0719899804,5.0349739301,2671.39876807,2643.31235359,2604.6171963,2619.72142164,0.01,0.01,0.04,0.88,2.04,0.013367282,0.0188679245,3.82,5.06,-0.0002724913,0.0009864579,0.0086117946,-0.00149847,-0.001274233,0.0024020879999999997,0.0,-0.0018715377,0.0079482188,0.0209523429,0.0007874016000000001,0.0105705684,-0.0063869478,-0.0029672148,-0.0062820942,0.0062957439,-0.008310245,0.0071057087,-0.0073151593,-0.0016342751000000002,0.0050581346,2.03,2.03,2.0,0.0,0.03,1.24,3.02,5.02,5.05,5.05,0.3333333333,0.13636363640000002,0.0,-0.02,2.31,-0.63,-0.84,1.34,-0.97,0.55,-0.14,-0.64,1.99,-1.43,-0.75,0.8,-2.3,-0.45,0.19,1.6,-0.4,0.52,1.92,-0.03,0.0,0.57,2.17,2.38,2695.25
2011-11-08,0.0803234659,0.011961780900000002,0.0033877849,-0.0043810973,0.0219660723,4.6233939456,3.3758867289,2.6363840174,5.5926551135,2681.59717206,2651.32927134,2609.43573723,2620.7937457,0.01,0.01,0.03,0.92,2.1,0.013400335,0.0072951740000000015,3.93,5.15,0.0018144009,-0.0006782798,-0.0028526461,0.0031120168,0.0162609511,0.004562235,0.005491214499999999,0.0134375156,0.0227803141,0.0134328736,0.0436664437,0.0051670323,0.012791580700000001,0.0102525953,0.0055256420999999995,0.011735638999999999,2.94786677624e-05,0.0084344343,-0.0023759408,0.0134179555,0.0107345668,2.09,2.09,2.07,0.0,0.02,1.22,3.05,5.12,5.14,5.14,-0.25,0.0,0.0454545455,0.21,0.38,1.28,-0.03,1.34,0.78,0.97,0.45,1.24,0.45,1.05,-0.84,1.04,1.33,-1.03,0.24,0.63,1.25,1.25,-0.74,-0.51,-0.48,2.99,0.23,-0.6,2727.48999
2011-11-09,0.1588362779,-0.0388049409,0.011961780900000002,0.0033877849,-0.0043810973,-0.6943264017,-1.0948183234,0.676251622,0.6495844917,2670.69766841,2648.50266474,2609.91472408,2620.80226467,0.01,0.01,0.04,0.88,2.0,-0.0109504132,-0.0061281337,3.84,5.08,0.0023023385,-0.004726142,-0.0043405347,-0.00047244089999999995,-0.0269551614,-0.0310564881,-0.0382281553,-0.0205057351,-0.0708166476,-0.0353460604,-0.0580475289,-0.0297141793,-0.0216778977,-0.019201391499999998,-0.022125510499999997,-0.0366951426,0.017072413300000002,-0.031983033,0.008420282900000001,-0.048207970700000005,-0.041509865800000004,1.99,1.99,1.96,0.0,0.03,1.24,3.08,5.04,5.07,5.07,0.3333333333,-0.04,-0.043478260899999996,-2.35,-2.34,-2.2,-2.63,-1.1,-2.28,-3.23,-2.11,-2.03,-0.42,0.74,0.68,-3.49,-2.48,0.69,-2.16,-1.96,-4.93,-3.75,1.81,1.85,1.75,-2.36,-2.49,-0.71,2621.649902
2011-11-10,-0.11742127449999999,0.0013350370999999999,-0.0388049409,0.011961780900000002,0.0033877849,-2.6990689216000003,-4.143677161499999,1.0209181722,0.1873840571,2662.41625634,2646.2785921,2610.51218204,2620.84552474,0.01,0.01,0.03,0.9,2.04,0.0213077084,-0.0156950673,3.93,5.18,-0.0114268606,0.000643473,0.0143663925,-0.000630219,-0.025450298700000002,-0.0020358298999999997,0.013249148300000001,0.0092870142,0.006146311999999999,0.003053435,0.0036014406,0.016927226,-0.0033558658000000002,-0.0028569514,0.0065648438,0.008624176400000001,-0.05248908309999999,0.009584966700000001,-0.0179740645,0.0092090186,0.0095451713,2.03,2.03,2.01,0.0,0.02,1.25,3.14,5.15,5.17,5.17,-0.25,0.0,0.0227272727,0.0,1.25,-0.18,-1.92,2.13,0.56,1.05,0.42,-0.45,-1.79,-4.52,-4.0,-0.32,-0.08,-2.75,-0.35,-0.74,0.81,0.98,-0.56,-0.26,-0.24,-3.31,-0.03,-0.74,2625.149902
2011-11-11,-0.1531132589,0.020417919,0.0013350370999999999,-0.0388049409,0.011961780900000002,-0.2754835832,-2.1336026192,1.5655228747,0.4085650093,2665.38602791,2649.37110714,2613.188174900001,2621.42168867,0.0,0.0,0.0,0.0,0.0,0.012374718799999998,0.0096810934,0.0,0.0,0.0017059432,-0.0013632423,-0.007296346899999999,0.0006306164,-0.0015575826999999999,0.0313108127,0.014943961100000003,0.017623158899999998,0.0164934932,0.0239725638,0.0227272727,0.012960661200000001,0.027583754,0.0184763629,0.0322470775,0.0194805404,0.0091373284,0.0218448282,0.0006243487000000001,0.026410149900000002,0.0205478763,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,1.24,0.4,2.71,2.64,1.24,3.02,2.17,1.1,1.96,1.63,0.09,0.83,2.03,-1.78,0.12,1.05,1.68,2.94,1.94,-0.65,-1.08,-1.03,-0.54,1.73,1.69,2678.75
2011-11-14,-0.1253743823,-0.0080373417,0.020417919,0.0013350370999999999,-0.0388049409,-1.4110019108,-1.0128833484,-1.5640270176,1.6176422323,2663.90129029,2650.11861798,2614.914912,2621.77789049,0.01,0.01,0.04,0.91,2.04,-0.0085867259,0.0016920473999999998,3.89,5.17,0.008456225999999999,-0.006387498100000001,-0.0068186514,-0.0022372775,-0.0139358097,0.0070840149,-0.012269878100000001,-0.0052106667,-0.0219350968,-0.0055741359999999995,-0.021442495099999997,-0.0095333918,-0.0128374263,-0.004760685,-0.011888626499999999,-0.0095501422,0.0193868669,-0.0061462225,0.0191973054,-0.0157794367,-0.0109408878,2.03,2.03,2.0,0.0,0.03,1.28,3.13,5.13,5.16,5.16,0.0,0.0,0.0,-0.77,-1.99,-1.18,0.69,-0.86,-0.79,-0.43,-0.92,-0.48,-0.54,2.43,2.44,-0.31,-3.52,1.41,-1.02,-1.5,-1.91,-0.71,0.96,0.8,0.82,-0.55,-1.12,-0.45,2657.219971
2011-11-15,0.2177697241,0.010906127600000001,-0.0080373417,0.020417919,0.0013350370999999999,-1.5138474990000002,3.0395553129,1.8109334531,1.0826256848,2667.95559224,2653.55493541,2617.71040373,2622.41890602,0.01,0.01,0.05,0.93,2.06,0.012533116,0.0050675676000000005,3.93,5.2,-0.011002736200000002,-0.0009979263,0.0072716465,0.002005432,0.0252333333,-0.0050243961,0.0062112422,0.0012323832000000002,0.0046083565,-0.0007473842,0.007569760999999999,0.0016463653,-0.0192412451,-0.0002899253,-0.008668289000000001,0.0048171642,-0.008188372099999999,0.0014222796,0.000413995,0.0139038625,0.0021031838,2.05,2.05,2.01,0.0,0.04,1.27,3.14,5.15,5.19,5.19,0.25,0.0833333333,0.021978022000000003,-0.19,0.45,-1.93,0.37,1.25,-0.86,-0.18,-0.68,0.3,0.22,-1.04,-0.56,0.71,-1.56,-0.7,-1.08,0.36,0.75,0.12,1.03,0.4,0.39,2.83,0.82,0.02,2686.199951
2011-11-16,0.1423993532,-0.0173441459,0.010906127600000001,-0.0080373417,0.020417919,0.6850725944,-0.0140104472,-0.4172460293,1.3659570309,2662.80186765,2652.22685651,2618.56921562,2622.58996274,0.01,0.01,0.04,0.9,2.01,0.032404146099999996,-0.016246498600000003,3.91,5.18,-0.0059270366,-0.0002465522,0.0057635187,-0.0013710504,-0.0104415453,-0.026809883599999997,-0.015432159499999999,-0.0090782585,-0.0376147389,-0.0250560957,-0.0138394617,-0.0106207617,0.0051719735,-0.0015224385,-0.0033338626,-0.0166162012,-0.0200294738,-0.0157546122,-0.024825271,-0.0177908593,-0.0155851656,2.0,2.0,1.97,0.0,0.03,1.27,3.17,5.14,5.17,5.17,-0.2,0.0,-0.0322580645,-0.97,-0.45,0.48,-0.49,3.24,-0.4,-1.6,-0.52,-0.24,-0.44,-2.24,-2.06,-1.95,-1.76,-1.29,-0.77,-1.84,-1.61,-1.83,0.39,0.19,0.19,-2.35,-2.63,-1.07,2639.610107
2011-11-17,0.1268134336,-0.0195559628,-0.0173441459,0.010906127600000001,-0.0080373417,-1.4155348604,-4.0763975204000005,-5.5005568272000005,-0.4090681408,2649.19970808,2646.1090596999998,2617.3700303000005,2622.24568441,0.01,0.02,0.04,0.88,1.96,-0.0367482211,-0.0076879270999999985,3.83,5.12,-0.0061888752,1.29639245515e-05,0.0025425385999999998,-0.0002051509,-0.019128336,-0.0352375151,-0.019435736699999998,-0.0071429035,-0.031140738199999997,-0.0203298427,-0.010826022,-0.004984012800000001,-0.0178178292,-0.0155926488,-0.0106859624,-0.0167999518,-0.0075644977000000006,-0.011327399699999999,-0.0015861982,-0.0152220771,-0.0159442025,1.95,1.94,1.92,0.01,0.03,1.29,3.16,5.08,5.1,5.11,0.0,0.0384615385,-0.022222222200000002,-0.85,-3.27,-1.86,-2.87,-3.67,-1.29,-0.89,-0.02,-1.76,-3.04,-0.11,1.01,-1.97,1.97,0.24,-0.62,-6.86,-1.29,-1.32,0.04,0.36,0.33,-4.09,-5.88,-2.45,2587.98999
2011-11-18,-0.2011359292,-0.0059853360999999996,-0.0195559628,-0.0173441459,0.010906127600000001,-3.9664022399000003,-4.2309590360000024,-6.0153775970000005,-2.4629742995,2635.25430661,2639.09867307,2615.61042127,2621.75070247,0.02,0.01,0.04,0.94,2.01,-0.0116373204,-0.0134863702,3.9,5.15,0.0028036741,-0.0013365646,0.0039992197,0.00085234,-0.006544566999999999,-0.0360845143,0.0006393862,-0.0014075853,0.0042637258,-0.0093971022,0.0008107418,0.0005137555,-0.0044115447,-0.0111006979,-0.0085347415,-0.000394679,-0.0173370927,0.0021604171,-0.018872521200000002,0.0009321503,0.001142408,1.99,2.0,1.97,-0.01,0.02,1.25,3.14,5.11,5.14,5.13,0.0,0.0740740741,0.06818181820000001,0.06,-0.61,-0.33,0.59,-1.43,-0.5,0.24,0.37,-0.8,0.28,-2.19,-2.17,-0.82,-2.76,-0.71,-0.26,2.71,0.07,-0.06,-0.59,-0.31,-0.28,0.8,1.99,0.23,2572.5
2011-11-21,0.1670084769,-0.0191876023,-0.0059853360999999996,-0.0195559628,-0.0173441459,-5.045878002699999,-6.3856824784000015,-6.007652492999999,-6.530986125,2614.86986777,2628.05497973,2611.98412604,2620.76950039,0.02,0.02,0.05,0.92,1.97,-0.0096242449,-0.0098894706,3.84,5.12,0.0015934485,-0.001546337,-0.0015544545000000002,0.0010566323,-0.0158159033,-0.0400223143,-0.026198083100000002,-0.014252138300000003,-0.0231874911,-0.011857668500000001,-0.0206561758,-0.0127085748,-0.034057300000000006,-0.0261611827,-0.0334883084,-0.0186484955,-0.0143517145,-0.0210958975,-0.0005926308,-0.0243528946,-0.020322774499999998,1.95,1.95,1.92,0.0,0.03,1.28,3.15,5.07,5.1,5.1,0.25,-0.06896551719999999,-0.021276595699999998,-1.45,-0.63,-3.36,-3.03,-0.5,-3.4,-2.06,-0.11,-2.65,-2.69,-1.82,-1.0,-1.61,2.5,-0.59,-0.94,-3.26,-1.5,-1.92,0.13,0.27,0.31,-0.8,-1.89,-2.45,2523.139893
2011-11-22,-0.12519282210000002,-0.0007371227999999999,-0.0191876023,-0.0059853360999999996,-0.0195559628,-6.139525166,-7.5604296168,-3.2865841164,-4.439774428,2597.85353345,2617.8859368,2608.42710263,2619.7795554,0.02,0.02,0.06,0.91,1.94,0.010648196,-0.0017626322,3.81,5.11,-0.0087576297,0.0007939328,0.011297071100000002,0.0005513895,0.0203246797,0.0163275878,-0.0164041995,-0.0006354782,-0.0167168171,-0.00839996,-0.0103391232,-0.0114420095,-0.0083801424,-0.0030253690999999996,-0.012238648400000001,-0.0041408415,0.0014122927,-0.0046408943,-0.0010371629,-0.0080353523,-0.0055477249,1.92,1.92,1.88,0.0,0.04,1.3,3.17,5.05,5.09,5.09,0.2,-0.037037037,-0.0108695652,-0.15,2.01,-0.83,0.94,1.12,-1.15,-0.68,0.14,-0.33,1.42,0.33,0.23,0.03,0.47,-0.48,-0.11,5.9,-1.06,-0.67,-0.48,-0.03,-0.04,0.38,3.34,1.09,2521.280029
